{'action': 'debit', 'paydrc_reference': 'PDM0N8Z05Zd6296lovv22YFs', 'status': 'Successful', 'switch_reference': 'FP03I022vm05O29', 'telco_reference': 'MP220529.1300.C93387', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD5IYrl06pWy15pcHau22P2F', 'status': 'Successful', 'switch_reference': 'FP03L922xv06s15', 'telco_reference': 'MP220615.1257.C19813', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD1zqLK06XlO15SaGFD22f2Y', 'status': 'Successful', 'switch_reference': 'FP03qy22ha06Y15', 'telco_reference': 'MP220615.1257.C19805', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDLKpUQ066b115MIS5y22VDa', 'status': 'Failed', 'switch_reference': 'FP03bc22wo06S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDNXjf406FcF15ivg7422P6H', 'status': 'Failed', 'switch_reference': 'FP03Bo22g806g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDWvRXi06olR15HQBNC221hb', 'status': 'Failed', 'switch_reference': 'FP039I22zv06i15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnHd5N060zw15L90lr22bUb', 'status': 'Successful', 'switch_reference': 'FP03wS22IB06A15', 'telco_reference': 'MP220615.1255.B19641', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD6Cxd406PV015O1MsM22kIg', 'status': 'Failed', 'switch_reference': 'FP03aZ22l806215', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9213V06zqK155whOt22F5p', 'status': 'Failed', 'switch_reference': 'FP03Bs22D606E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfwWIs06TRv15wzEfy22rJa', 'status': 'Failed', 'switch_reference': 'FP03Jc22mC06z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDlmI6o06LpR150jsOG22maX', 'status': 'Failed', 'switch_reference': 'FP03Q722ev06J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEwEXx06i8t15yb2KF2296m', 'status': 'Failed', 'switch_reference': 'FP03zM22VS06X15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYK7OD06xIV15qQmaF22Yte', 'status': 'Failed', 'switch_reference': 'FP03Dt22aN06S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9l7M206h5R154eL8g22VLI', 'status': 'Failed', 'switch_reference': 'FP03Pr224a06015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDWUOul06HjY15FiK7Z22rYH', 'status': 'Failed', 'switch_reference': 'FP03ck22SX06M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDDIqb806c9315nnFez22oJu', 'status': 'Failed', 'switch_reference': 'FP03hB22hi06015', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmdzyU06bnd15XOrGi22c40', 'status': 'Failed', 'switch_reference': 'FP03UZ22EP06x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxfUpP06pws15RsAam22JtH', 'status': 'Failed', 'switch_reference': 'FP03VA224q06L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDwNthj06fsa15Dsyhz22Ujl', 'status': 'Failed', 'switch_reference': 'FP03rW22qn06715', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9I4bq06twc14K7HPm22VdE', 'status': 'Failed', 'switch_reference': 'FP03aH22HO06114', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZRi8r068HL1163xHr22iPg', 'status': 'Failed', 'switch_reference': 'FP036B22E906s11', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbNGZY06r5o10qDajf22Rjf', 'status': 'Failed', 'switch_reference': 'FP03m822NP06a10', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpVgtt06W9J10rqwcA22DxA', 'status': 'Failed', 'switch_reference': 'FP03S922gn06z10', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDhR8CK063r009B1l1522qS1', 'status': 'Failed', 'switch_reference': 'FP03i722Ri06k09', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDMfw8A06jqF094Il9I22WJl', 'status': 'Failed', 'switch_reference': 'FP03Nu22l706U09', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDiskEt062Ze094Sffh22ARp', 'status': 'Failed', 'switch_reference': 'FP03Nd22lu06U09', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDgjaRC06N3D09icDXO225y0', 'status': 'Failed', 'switch_reference': 'FP03ch22qE06S09', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPc7nq067LH09sDse622wvV', 'status': 'Failed', 'switch_reference': 'FP03KB22EW06s09', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDBCpym06KoE08B5zzB223zs', 'status': 'Failed', 'switch_reference': 'FP03GC22s506c08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDSnmV106gsa227nRWh22Eji', 'status': 'Successful', 'switch_reference': 'FP034P22n306I22', 'telco_reference': 'MP220622.1257.D07186', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDkWpYL06RIM22CsxZw22PHS', 'status': 'Successful', 'switch_reference': 'FP03XH225z06322', 'telco_reference': 'MP220622.1257.C07297', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD2iaZt069qv2262HXK22gBN', 'status': 'Successful', 'switch_reference': 'FP03sE22QQ06822', 'telco_reference': 'MP220622.1256.B07084', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD6qPRv06pdu22w1HIq22bwa', 'status': 'Failed', 'switch_reference': 'FP03qV22p006O22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLH2P306aOa22IsmbH22VV9', 'status': 'Successful', 'switch_reference': 'FP03OW226u06U22', 'telco_reference': 'MP220622.1255.D07160', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDanyDy06Gt222VmT4P22666', 'status': 'Successful', 'switch_reference': 'FP03kK22qa06e22', 'telco_reference': 'MP220622.1255.D07157', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDn7FCp06yaE22cS1aC22HpJ', 'status': 'Successful', 'switch_reference': 'FP03Wn22NB06U22', 'telco_reference': 'MP220622.1255.D07156', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDHlI6f068kf22zA5jh22rIW', 'status': 'Failed', 'switch_reference': 'FP03JA224B06s22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPt1tq06b8g22Bw0Jh22i65', 'status': 'Failed', 'switch_reference': 'FP03DB22MB06f22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvVspl06ucQ21wvaKr22kvX', 'status': 'Failed', 'switch_reference': 'FP03m922P406W21', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDVlwLj06T6m19ZQQcZ227Zt', 'status': 'Failed', 'switch_reference': 'FP03x722gq06S19', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRRd3n06gdU19SPGDk229Qp', 'status': 'Failed', 'switch_reference': 'FP03CN228d06L19', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdiABN06fC1197TH5i22112', 'status': 'Failed', 'switch_reference': 'FP03o422u806W19', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKCzQO06Dem19DmDnw22mA1', 'status': 'Failed', 'switch_reference': 'FP037922Gj06319', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1SKkB06jLn18cg3t2224NL', 'status': 'Failed', 'switch_reference': 'FP035p220g06018', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9mFd506LUS16BglL822pl3', 'status': 'Failed', 'switch_reference': 'FP03ZH22TS06916', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2r7Vm066kv16EqqaF22Sny', 'status': 'Failed', 'switch_reference': 'FP03RQ22zP06L16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD5DBP0061Z216rbVZt22Twy', 'status': 'Failed', 'switch_reference': 'FP03tU22Su06M16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDwBU1c060z9163ibYy22ZyD', 'status': 'Failed', 'switch_reference': 'FP03iS22gv06z16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfGN7N06zMZ15Bg2zz22Igb', 'status': 'Failed', 'switch_reference': 'FP03uS22LR06h15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD3MeIG06P3i15vcyZb22bGV', 'status': 'Failed', 'switch_reference': 'FP03fM22PS06g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDgwnA206Iy329EbrgL22oVE', 'status': 'Successful', 'switch_reference': 'FP03Rd22LG06o29', 'telco_reference': 'MP220629.1257.C06816', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDksAgx06kCN299koCM22s7c', 'status': 'Failed', 'switch_reference': 'FP03Z322m906T29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDuzhCe06x3s29Iyuzr22nn0', 'status': 'Failed', 'switch_reference': 'FP033H22bL06p29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJGteK06cth2935Tdl22IRq', 'status': 'Successful', 'switch_reference': 'FP03b122Pi06D29', 'telco_reference': 'MP220629.1256.C06803', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDi7wQJ06Zdb29ns3fs22LHi', 'status': 'Successful', 'switch_reference': 'FP03Xj220S06329', 'telco_reference': 'MP220629.1256.C06801', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDf6qAJ06eJJ29IB7eT22Puh', 'status': 'Successful', 'switch_reference': 'FP03MA228S06m29', 'telco_reference': 'MP220629.1255.C06788', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDJQec006u0z29BalmA22MTm', 'status': 'Failed', 'switch_reference': 'FP03eW22uP06029', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDQ30Ze06aOd29uaeMS223KY', 'status': 'Failed', 'switch_reference': 'FP03LX22by06P29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDD7RJk06pBY29ypzTv22mbn', 'status': 'Failed', 'switch_reference': 'FP03n222zV06V29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjAMgC06QvN291IE4L22gCU', 'status': 'Failed', 'switch_reference': 'FP03t622tL06N29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDawh0o06glr29xaota22HX5', 'status': 'Failed', 'switch_reference': 'FP03iR22EK06c29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7sqgy06Zky29qrcnd22DJU', 'status': 'Failed', 'switch_reference': 'FP03iG22D206a29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmUk7H06lUl291JF4J22HjJ', 'status': 'Failed', 'switch_reference': 'FP03C1224b06j29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLVSbk06tae28RrimL22BX1', 'status': 'Successful', 'switch_reference': 'FP03lS22NU06W28', 'telco_reference': 'MP220629.0058.C00010', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDNjAhX06hW9286VaBj22sVh', 'status': 'Failed', 'switch_reference': 'FP03xY22nF06i28', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0jG5406U4628Q8DEm22Wvm', 'status': 'Failed', 'switch_reference': 'FP03kE228J06x28', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD27ByG06of4284KL4L22f19', 'status': 'Failed', 'switch_reference': 'FP03r4221C06628', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRi6mq068a8279zEqY22SuQ', 'status': 'Failed', 'switch_reference': 'FP0362221Y06a27', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDndqv406rUl25PlvaM22RVX', 'status': 'Failed', 'switch_reference': 'FP03Ry22SY06225', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD56zw006q5W25Ar5mH22swg', 'status': 'Failed', 'switch_reference': 'FP03wM22lH06X25', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXu9tz06YEh250Vxmm22UXu', 'status': 'Failed', 'switch_reference': 'FP033N22N606F25', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDCBBcR06ceR24e9U1M22XZ9', 'status': 'Failed', 'switch_reference': 'FP03jA22Uf06f24', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0XK0Z06Y4v22avNzc22pCd', 'status': 'Failed', 'switch_reference': 'FP03UR22Ae06w22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDv07ir06aap22qrdzR224E0', 'status': 'Failed', 'switch_reference': 'FP03uo22aa06D22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDHimDK06dGq22pmyg922s4H', 'status': 'Failed', 'switch_reference': 'FP035P22er06122', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzhZbd07PlQ01JXHAc22a70', 'status': 'Successful', 'switch_reference': 'FP03Yy222t07M01', 'telco_reference': 'MP220701.1300.D41048', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDwZHAn0715501jrooC22FYi', 'status': 'Successful', 'switch_reference': 'FP03x622hq07Y01', 'telco_reference': 'MP220701.1259.B40341', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDIlhAM071he012XAC822vQP', 'status': 'Successful', 'switch_reference': 'FP03vl229Z07E01', 'telco_reference': 'MP220701.1257.C40607', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDjRU0307vvp01OL75s22j3o', 'status': 'Successful', 'switch_reference': 'FP03RP22he07s01', 'telco_reference': 'MP220701.1256.D40991', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDsaW3g07AwZ01d3kHN22Q37', 'status': 'Successful', 'switch_reference': 'FP03yQ22Fi07w01', 'telco_reference': 'MP220701.1256.C40602', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDAmm3L07KY501umYn922M7P', 'status': 'Successful', 'switch_reference': 'FP03Kt22lp07c01', 'telco_reference': 'MP220701.1256.C40599', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDkfeeE07MWl01EGV7R22IbX', 'status': 'Successful', 'switch_reference': 'FP03zT22aL07901', 'telco_reference': 'MP220701.1256.D40981', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDfIeRT07PsB01xNmsR22ckY', 'status': 'Successful', 'switch_reference': 'FP03hn22rD07T01', 'telco_reference': 'MP220701.1255.C40585', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDh1JuC0726y015Oh1222WYy', 'status': 'Failed', 'switch_reference': 'FP03ZE22nM07J01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjXTUh073Iy01qAI4n22REQ', 'status': 'Successful', 'switch_reference': 'FP03d1220Q07f01', 'telco_reference': 'MP220701.1255.B40275', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDBnJUj07Z4701cnTRu220zS', 'status': 'Failed', 'switch_reference': 'FP03Wp22wG07z01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPQ93q076cc01TGQ4m22NTF', 'status': 'Failed', 'switch_reference': 'FP03QA22V807R01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD3XH3j07Hbh01FE6XG22h3g', 'status': 'Failed', 'switch_reference': 'FP03Zs221M07h01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
